id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
1437,15,4,Chinese,5,07/23/2022,"If I can give more than 5 star, I would.  Everything I ordered are so tasty and the portion is large.  I want to thank the owner for letting my dog Safari stay in the restaurant while I am eating.  Nice services, good environment, tasty dishes, definitely going back for more.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1438,16,4,Chinese,5,05/19/2022,I can attest as someone born in Beijing that the food does not disappoint. We ordered 6 dishes between two persons and all of them are great. Whole fish with pancake and fried meat balls are the two dishes I like best.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1439,17,4,Chinese,3,04/19/2023,"The environment and service are good, and the mini desserts in baby sizes. The Beijing food is not authentic, but it is not too bad. The quality is comparable to an average Chinese restaurant but with higher prices. However, it is worth mentioning that they offer a vegetarian menu. I won’t recommend and I will Never come back.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1440,18,4,Chinese,5,03/20/2023,My friend who is from Beijing said this restaurant is authentic. Great atmosphere and decent foods.  Recommend their Shredded pork with Beijing sauce and Emperor Qianlong’s cabbage. Mushroom is also a good choice. Overall it’s kinda pricey though.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1441,19,4,Chinese,5,06/23/2022,Really enjoyed this restaurant. Got the Three cups chicken and mapo tofu. As well as soup dumplings . All really good and delicious. They also serve free tea which was very refreshing. …,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1442,20,4,Chinese,4,07/23/2022,"Overall average taste, decent service. Nothing special about it if you're looking for a BJ style cuisine. Came here because my wife is from BJ.    We had Beilei beef, Qianlong cabbage, Zhajiang noodle, BJ style beef tendon and milk bok choy.    First timers trying BJ dishes can have a try, personally wouldn't recommend unless you're really into nostalgic BJ food.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1443,21,4,Chinese,5,04/19/2023,The food is very authentic Beijing! We loved every bite! The service was great too. We will definitely come back again!,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1444,22,4,Chinese,5,01/19/2023,"Food 9/10  Beijing cuisine, lovely plating, and absolutely delicious. We ordered some soup dumplings, a vegetable, lamb, and small pork ribs. Everything was constructed perfectly and I loved the plates as well. Would definitely return and try their Beijing duck some time.    Atmosphere 10/10  Quite spacious and clean interior, reminds me of the nice Chinese restaurants I used to go to in Shanghai.    Service 9/10  Got seated immediately, good service!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1445,23,4,Chinese,5,05/19/2022,"A very well-designed Chinese spot serving Beijing cuisine. Featuring very well executed Pecking duck, Beijing traditional pastry, tofu stew, and many more. Every course we ordered wowed us in its own presentation. The ambiance is antique — almost like a meditation space. Great for dates or group gatherings.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1446,24,4,Chinese,4,12/20/2022,"It’s ok, but not great. The zhajiang noodle, dessert sampler, and the soup with rice are decent, but the two main dishes we ordered are just so so.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1447,25,4,Chinese,5,05/19/2022,Like the overall food quality. Interior and generous seat spacing are great too. It’s a bit unfortunate that they don’t serve the peking duck today. We will likely come back another day to try other dishes.    It’s more like 4 stars in my mind but I feel like the overall 4.3 stars (as of jan 2022) is slightly harsh in US standard. Therefore the 5 here.    BTW I don’t think they take reservations. Walk-in only.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1448,26,4,Chinese,5,02/18/2023,They don’t take reservations in advance- the four of us arrived at 8pm and luckily we just had a 10 minute wait before we were seated.  Overall the food was very good and authentic (nat appreciated how spicy the fish soup was).  I tried to be adventurous and ordered the boiled egg meatball which was just average.  The Xiao long bao exceeded expectations.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1449,27,4,Chinese,5,02/18/2023,Have been here a couple times and liked all the dishes I have tried. They offer a variety of Chinese cuisines besides Beijing food.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1450,28,4,Chinese,2,06/23/2022,"It’s not that bad as I heard from others but definitely not impressive. Foods are fine to me, kinda light to my friends. Pear soup I ordered was room temperature, it would be perfect if it could be colder. Beef tripes dish was warm but it should be a cold dish. Black pepper beef is nice but quite oily. I don’t know how Beijing ppl eat their fish but the yellow croaker dish is nothing to do with the broth, kinda meaningless if you really wanna try this place then you have to order the seafood bisque unless u are not a msg person. That’s probably the only thing I ever said good during the whole dinner.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1451,29,4,Chinese,5,05/12/2023,Absolutely delicious. Vibes are super intimate and chill. Great place to take a breath and eat good food. Highly recommend. We just walked in bc looked good from the outside and it’s now one of our favorite spots  …,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1452,30,4,Chinese,4,01/19/2023,"As someone who grew up in Beijing, I found this place serving very close to authentic Beijing cuisine.    There are lots of items on the menu that fall under Beijing cusine whereas some don't.    Ordered beef tripe with sesame paste - instant nostalgic taste. Try this if you like tahini.    Dessert tray: you have to order this! Beijing desserts and they taste very like originals!!! I miss home even looking at it.    Cabbage with mustard: this is another Beijing cuisine. It's very very spicy with hint of mustard. The spiciness isn't like Szechuan food but rather like you're chewing horseradish:)    Braise pork belly: I really like this one but it doesn't stand out compare to other Chinese restaurants.    Meatball - okay. They put eggs in the meatball which is interesting    Prime beef - this is not even Chinese cuisine. The meat tastes very tender however under seasoned.    House soup: more like Southern Chinese cuisine but it's very hearty    Overall I recommend this place and will probably visit again.    Note that: 1) they no longer have Peking roast duck 2) no reservations available. On Friday and weekends the wait is 30-45 min.    Update on 1/10/2023:  Revisit after they opened for a while. The wait is within 10min on weekday evenings but all people in your party have to be present in order to get seated.    Ordered braised whole fish with pancake. It's tasty and portion is okay but a little greasy. Not very authentic Beijing food but good enough. Service is still very accommodating and friendly.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1453,31,4,Chinese,2,03/20/2023,"Im so disappointed. I’m originally from Beijing so I’ve been expecting some good Beijing food for a while, and also this was for me&my partner anniversary - 3 out of 5 dishes were disappointing: the shredded pork is way too sweet, and the green fish in the middle (why so green???)  is way tooo plain with only cucumber flavorthe black pepper beef is just so plain…… the portion was small as well. So we ended up paying ~$85 per person for a meal which is very disappointing. Won’t come back again.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1454,32,4,Chinese,5,10/21/2022,Very unique cocktail menu that's worth the price. Came for a late night drink at the bar upstairs. Quiet environment & great bartender. I had the baijiu cocktail which was perfectly balanced. Looking forward to coming back for the food!,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1455,33,4,Chinese,5,11/20/2022,"Wonderful experience at Chai! Authentic and chill oriental decor, the food were also excellent! 120% recommended!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1456,34,4,Chinese,4,01/19/2023,"We liked all the dishes we ordered. The pig feet, lamb stew and zha jiang noodle were all very delicious. The 4-bowl desert was super authentic Beijing style snacks that I was surprised to have such quality outside Beijing or China.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1457,35,4,Chinese,4,04/19/2023,"Questionable plating for the truffle fried rice, was a bit dry too. Pass on wontons in chili oil - otherwise everything else was great.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1458,36,4,Chinese,5,02/18/2023,"Totally delicious! We had the golden tofu and shrimp, which has a beautiful delicate flavor with some umami in it. The general tso is not something I usually order but here it’s refined and balanced. And the hot and sour soup was delicious.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1459,37,4,Chinese,5,04/19/2023,"A friend treated us to this place and the food was amazing. It makes Beijing/Northern Chinese cusines with a tiny twist of modern/Western. If you are not feeling adventurous or not ready for the more exotic chinese food, they've got general tsos chicken and orange chicken on the menu as well (which we did not care to try). Our friend ordered hand pulled cabbage with creamy peanut sauce, stir-fried julienned potatoes, a tripe salad with peanut dressing, sweet and sour pork, sliced tofu skin wraps, some dark, soy saucy shredded pork that you eat with tofu skins, and abalone soup/porridge. It was really hard to pick a favorite as everything we tried was a joy to our palates. The dishes can cost a bit more than regular Chinese food but it was well worth it.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1460,38,4,Chinese,5,12/20/2022,Great Beijing cuisine and i love the Beijing zha jiang noodles. Must try . Great customer service and atmosphere.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1461,39,4,Chinese,5,12/20/2022,"As a Beijinger, I like the authentic Beijing food very much. And the service is great! Will definitely be back.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1462,40,4,Chinese,5,04/19/2023,"I enjoyed visiting Chai with friends, and we were all thoroughly impressed with our dining experience. We decided to try four dishes and were delighted to discover that each was exquisitely delicious! Although the prices were slightly higher than what we usually pay, the exceptional quality of the food and the overall dining ambiance more than made up for it.  The ambiance was absolutely lovely, and we received outstanding service. Our server was friendly, attentive, and impressively knowledgeable about the menu. We felt genuinely pampered throughout our dining experience.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1463,41,4,Chinese,1,01/19/2023,"I do not usually leave reviews but this place deserves one. Slow service. Our server did not take down everything I said despite that he repeated everything after I ordered. They forgot our soup until all main dishes were finished. They also served our rice lastly. Who eats rice after the entrees? The food itself was so below average. Our sizzling plate lamb was way too salty that I couldn’t even finish them. Overall, I would not come in again and suggest you to find another authentic Chinese restaurant in town.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1464,42,4,Chinese,5,03/20/2023,"You know what? I just figured out Chai offers Vegetarian options! That was my first time trying vegetarian cuisine with Chinese flavors. The food was amazing - the vegan beef w, black pepper, and shredded vegan pork in spicy garlic sauce were a standout dish, and the stir-fried string beans were fresh and flavorful. The prices were also very reasonable for the quality of food and service.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1465,43,4,Chinese,5,03/20/2023,"I had an excellent dinner experience at Chai. The meal was delicious, especially the Signature Seafood Bisque, which had just the right amount of spice and flavor depth. The service was also fantastic; our server was knowledgeable, attentive, and provided wonderful recommendations. The ambience was comfortable and friendly, and it was a lovely evening altogether.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1466,44,4,Chinese,5,02/18/2023,"I recently visited Chai restaurant and I'm so glad I did! The traditional Beijing cuisine was amazing- the treasure plate dessert, seafood soup and brown sauce fish were all unbelievably delicious. The atmosphere was really nice too and the service was top-notch. Highly recommend if you're looking for an authentic Beijing experience!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1467,45,4,Chinese,2,05/19/2022,"Two stars for the deco and presentation.    One star for food. Mediocre at best, not justifying the $$$price tag at all.  They come in small portions. So be prepared to order a lot to fill your belly.  Many dishes were not available, including Peking Duck and some supposedly signature dim sums. leaving us narrower options.    Waiters forgot to refill the tea pot, even upon multiple requests. They were apologetic about a couple of other remisses, trying to make up with two free deserts which were tiiiiiiiny - not sure how to split it among us nine people Loll",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1468,46,4,Chinese,5,02/18/2023,"I had a fantastic day at Chai! The meal was extremely impressive, and the environment was very welcoming. Everything I tried was genuine and tasty. The prices were quite fair, and the service was outstanding. If you're seeking delicious Chinese food, I highly suggest this eatery!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1469,47,4,Chinese,5,02/18/2023,"The decoration is breathtaking. It definitely provides a genuine vibe. Every table was full and the menu has a superb selection of Chinese food. Everything I ate was delicious, and the service was outstanding. I wished I hadn't come there by myself since there were so many dishes I wanted to explore. 5 stars for presentation, 5 stars for service, and 5 stars for cuisine.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1470,49,4,Chinese,3,01/19/2023,"I went yesterday, their food is delicious, there weren't many people and when they served me the starter and the main course at the same time, so I could eat quickly before it got cold.  When I had half of my main course left, a waiter came to my table on several occasions with his machine (the terminal) and he asked me if I wanted the bill, to which at one point he bothered me and I told him to stop wanting me to I go. He did this with me, a Latino, and with another table that seemed to be from another country with brown skin. I think this restaurant has racist overtones. How sad that we continue to see these behaviors when the waiters don't even speak English well.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1471,50,4,Chinese,5,04/19/2023,"The service was outstanding, and the food portions were generous. The dishes were delectable, though the cocktails were a bit pricey. The fish fillet in chili oil and rice was sufficient for two people. The presentation was impressive, making it perfect for snapping photos as well.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1472,52,4,Chinese,5,11/20/2022,The dessert is a bit stuffy. All else good. Very friendly staffs,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1473,53,4,Chinese,5,02/18/2023,"Beijing cuisine restaurants are rare in our area, and this is unquestionably one of a kind!! The food is visually lovely, and the flavors are wonderful and authentic! I'd want to try some other dishes next time.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1474,54,4,Chinese,5,01/19/2023,"Hosted a Northern Chinese family from Canada at Chai last night. They liked the food a lot, especially the Chinese pancake came with a fish dish and the intestine cold dish, saying it’s very authentic. They ended up order two more plates of plain pancake lol. The staff were very professional and helped us a lot. I’m very grateful for the way they execute their business.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1475,55,4,Chinese,5,03/20/2023,"I recently discovered this Beijing restaurant, which has quickly become one of my favorites. The food is consistently delicious, and the service is always friendly and welcoming. The Orange Chicken is a personal favorite - it has crispy on the outside and juicy on the inside. It's an excellent spot for a casual dinner with friends or family. Checking this place out!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1476,56,4,Chinese,5,03/20/2023,"The drink menu is really creative and well worth the price. I went upstairs to the bar for a late-night drink. The atmosphere is calm, and the bartender is excellent. The brilliantly balanced baijiu drink was mine.  I'm looking forward to returning for the meal!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1477,58,4,Chinese,5,04/19/2023,"This place was fantastic!  We tried a variety of dishes, including lamb chop, kung pao shrimp, and crispy whole fish, each packed with flavor. The generous portion sizes were noteworthy. Everything was outstanding from the ambiance to the cuisine and the excellent service. I highly recommend this establishment, and we will certainly be returning.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1478,59,4,Chinese,5,04/19/2023,"It's consistently a delightful experience here! The authentic food is truly delicious, with favorites like the mouthwatering Golden Crispy Prawn and boneless beef ribs standing out. And their soup dumplings are simply unbeatable.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1479,61,4,Chinese,5,03/20/2023,"Excellent and real Beijing cuisine. Everything we ordered was great, but our favorite was the duck roll. We happened upon this eatery while out strolling and were not disappointed!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1480,62,4,Chinese,5,02/18/2023,"I highly recommend that you check out their specialty cocktail menu. Very excellent! I forgot the name, but it is solid and tasty. Definitely worth a try! All of the other meals are also wonderful!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1481,63,4,Chinese,1,01/19/2023,"The regional manager is incapable of speaking to the customers in a civilized manner:  We waited an hour to eat and there’s no area for people to wait… we left the umbrella in the reception area and told their staff to watch it .. after we are done eating the umbrella is gone and they can’t find it…….we were able to reach out to their regional manager a very ill tempered old woman. She was very uncivilized and rude, wasted a tremendous amount of our time and did not resolve the issue for us.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1482,64,4,Chinese,1,01/19/2023,"My friend recommended us to this restaurant. It is a rainy day so we asked the receptionist to take care of the umbrella while we eat, after we finished our lunch the umbrella is gone. The workers at the restaurant refused to help or check the surveillance camera for us, or take any responsibility for the missing umbrella. My friend gave this restaurant a one star review because of it, and then the restaurant’s regional manager called saying that our one star review does not matter and that we wasted her time    Do not visit this restaurant, unless you want to deal with an absurd uncivilized manager that allows your things to be stolen.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1483,65,4,Chinese,5,03/20/2023,"If you're looking for a scrumptious vegetarian meal, you need to try Chai's Crispy Spiced ""Chicken""! This dish features deep-fried seitan with a mild spice and fragrant basil flavor that tastes just like real chicken. The crispy texture and mouthwatering taste will have you coming back for more. It's the perfect healthy alternative to traditional meat-based meals.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1484,66,4,Chinese,5,03/20/2023,"I’ve been living in midtown Manhattan for two years and Chai is my 1st favorite Chinese restaurant (if not of all restaurants) in Manhattan. My roommate and I order from it on daily basis. Sometimes we also go to dine in. Chai is a restaurant with standards. The food taste just as good from delivery as we dine in. The taste of the food is just amazing, very true Chinese taste which will satisfy both the Eastern and the Western stomach. The staff in Chai are extremely friendly and supportive. Today I ordered something online and the item did not come as requested. Sean from Chai reached out to me and helped me solved all this out. I’m so touched!!! THANK YOU Chai thank you Sean! We will keep ordering from you!!!!!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1485,67,4,Chinese,2,04/19/2023,"Expensive, the food is small and careless. The rice is not fresh and tasted like heated from microwave. They don’t have Beijing Duck anymore and I don’t see anything else worth trying at this place",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1486,68,4,Chinese,5,04/19/2023,"I sampled duck rolls, shrimp tartare, pan-fried dumplings, pork soup dumplings, crispy hairtail, and sweet & sour ribs. Each dish was truly exceptional, making it the best Beijing cuisine I've had in the area. The service was both amiable and swift, complemented by the restaurant's charming and comfortable atmosphere. I'll certainly be returning frequently!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1487,69,4,Chinese,5,03/20/2023,"I stumbled upon Chai, and I'm so glad I did. The decor combines Chinese elements with other styles to create a fusion aesthetic, and the drinks are creative cocktails. I recommend trying the Empress's Secret and the Hou Hai. The service is also outstanding",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1488,70,4,Chinese,5,04/19/2023,"This treasure, nestled in the heart of Times Square, boasts delectable cuisine and exquisite decor. Lunch specials, priced around $25, offer ample servings. For those seeking authentic Chinese flavors, this is the place to be. Catering to casual diners and culinary enthusiasts, there's something for everyone.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1489,71,4,Chinese,5,04/19/2023,"Chai, an amazing Beijing restaurant, presents an incredible array of genuine Chinese cuisine!  Be sure to taste their scrumptious Duck Rolls,  Shrimp dumplings,  and Kung Pao Chicken  (keep in mind that most of their main courses are savory). The staff is amiable, hospitable, and proficient, ensuring swift service in a delightful atmosphere.  With its elegant decor, this restaurant is a true gem that I wish I had discovered sooner!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1490,72,4,Chinese,2,02/18/2023,"Been to this place a few times and I gotta say the food they serve is quite the opposite of authentic Beijing cuisine. I know it can be hard to get ingredients for certain Chinese dishes, but I couldn’t think of any excuse for the very bland zhajiangmian and the super chewy baodu. These are simply examples of bad cooking. Making the menu even more disastrous was the yellow fish with its funny omakase look and salty smell. They sure love to pour the sticky, starchy abalone sauce on almost everything, fearing unpleasant smell underneath get exposed. Meanwhile the restaurant doesn’t seem to handle criticism very well, another thing inexcusable. Chai might prove an appeal for younger Chinese immigrants who fancy taking instagrammable photos to share on Xiaohongshu, but it just has a long way to catch up…",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1491,73,4,Chinese,5,02/18/2023,"This new neighborhood gem is fantastic! Their specialty is authentic Beijing cuisine. The. drive into town was certainly worth it! If you're in the Time Square/Hell’s Kitchen area and craving Chinese food, this is a fantastic place to go.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1492,74,4,Chinese,5,04/19/2023,"Good location with a variety of good meal options. I have tested almost everything on the menu. The three-cup chicken and yellow croaker in golden soup are my favorites. It's excellent, and you should definitely make reservations.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1493,75,4,Chinese,5,04/19/2023,"The incredible spice and flavors made it some of the finest Chinese food I've tasted in a long time. The service was outstanding, with attentive and humorous staff members ensuring a wonderful experience.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1494,76,4,Chinese,5,03/20/2023,"Chai’s bar is located at second floor which provides great drinks, friendly staff, and a lively atmosphere. The menu has couple options of innovative cocktails, especially the Hou Hai (the Chinese BaiJiu base) that very impress me.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1495,78,4,Chinese,3,05/05/2023,"Unfortunately, my experience was not positive. The food was not good and did not meet my expectations. I found the prices to be overpriced for the quality of the food. The service was just okay, nothing exceptional or memorable. To top it off, the take-out box provided was of low quality, which was disappointing. I would not recommend this restaurant based on my experience.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1496,79,4,Chinese,5,04/19/2023,Great Beijing cuisine options. Elegant ambiance and authentic flavor!,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1497,80,4,Chinese,5,02/18/2023,"I just love Chai! It's my favorite Chinese restaurant not just in Manhattan but anywhere. The chef from Beijing creates authentic home cooking dishes that can't be found anywhere else. Every meal I've enjoyed there is incredible, and I'm always so satisfied afterwards.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1498,81,4,Chinese,5,03/20/2023,"I visited Chai, and it provided delicious food and excellent service! From the moment we walked in, we were greeted warmly by the staff and made to feel right at home. The menu had a great variety of dishes, and everything we ordered was perfectly cooked.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1499,82,4,Chinese,5,03/20/2023,"Chai and its bar are my new favorite spot in Times Square! The food is amazing (authentic Beijing dishes), and the drinks (flavorful cocktails) are even better.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1500,83,4,Chinese,1,02/18/2023,"One of the worst experience I ever had in a Chinese restaurant in NYC. I got there 5:50 and the front desk told me it would be a 20min wait. I put my name on the waitlist and waited until 6:45 ish. They told me the table was ready and they were cleaning the table. However, I waited another  10 mins and they were still cleaning the table. The girl at the front desk was a rude robot and the only thing she knew was repeating we are still working on to get the table ready. please avoid this restaurant and avoid wasting your time. There are a lot of good Chinese restaurants out there. This one only looks good from outside but the management is the worst I ever seen.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1501,84,4,Chinese,5,03/20/2023,"Recommendations:  1. Go there early or reserve a table on Resy to avoid having to wait during busy hours.  2. They offer two menu and also provide vegetarian dishes. One serves traditional Beijingese and vegetarian cuisine, while the other serves cocktails.  3. My personal favorites are the Chai's Treasures Platter, boneless beef ribs, and crispy spicy chicken (Vegetarian)  Great meal and taste.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1502,85,4,Chinese,5,03/20/2023,Chef's special flavors are fantastic and very authentic. The service is nice. My son thoroughly enjoyed it.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1503,86,4,Chinese,5,05/12/2023,"There are many really good/authentic Chinese restaurants, but this one stands out for its Beijing style culinary dishes, artistic/tasteful deco, and personal warm services. Cheers.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1504,87,4,Chinese,3,04/19/2023,"Food is below average and they only make the food look good on the plate. Its not authentic Chinese food, if you want authentic chinese food, it is much better in Flushing or Chinatown.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1505,88,4,Chinese,5,03/20/2023,This restaurant is a hidden gem! The foods are both excellent and beautifully presented. The service is kind and attentive. The three-cup eggplant is my favorite dish.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1506,89,4,Chinese,4,03/20/2023,"Pretty solid spot for Beijing food in Midtown. There are some hits and some misses. Definitely get the chicken soup, fried fish in sweet & sour fried whole fish, string beans and zhajiangmian.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1507,90,4,Chinese,5,04/19/2023,"For those seeking the ultimate Beijing dessert experience in New York, look no further than Chai's Treasure Platter. This delectable treat, which traces back to the Qing dynasty, was once exclusively reserved for royalty. It's undoubtedly a must-try dessert for anyone with a sweet tooth!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1508,91,4,Chinese,5,02/18/2023,"I absolutely love Chai! The variety of Chinese cuisines is incredible, and all the dishes I've tried were super delicious. The staff was really friendly and always accommodating to my requests.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1509,92,4,Chinese,5,04/19/2023,"Vegan Beef with Black Pepper, created with seitan and king oyster mushrooms, is an indispensable vegan meal at Chai. Other dishes, such as Mapo Tofu, are also delicious. All of them are nutritious and tasty.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1510,93,4,Chinese,5,03/20/2023,"Chai's bar is on the second level, offering delicious beverages, courteous service, and a vibrant ambiance. The menu offers a variety of innovative cocktails, particularly the Hou Hai (the Chinese BaiJiu base), which impresses me.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1511,94,4,Chinese,5,03/20/2023,"The environment was relaxed and comfortable. The service was excellent! There should never be an empty water glass. We went as a group, and everything we had was fresh and tasty.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1512,95,4,Chinese,5,02/18/2023,"excellent Beijing cuisine. Sweet and sour pork is delicious, and the waiter is fluent in Chinese. Suggestion for Chinese folks to visit.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1513,96,4,Chinese,4,08/22/2022,"Maybe because I like other regional Chinese cuisines better such as Sichuan cuisine, didn't find them very delicious...  The food presentation is pretty nice though",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1514,97,4,Chinese,5,05/19/2022,"authentic tasting Beijing / Chinese food, every dish I had was thoughtful and delicious. will def visit again!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1515,98,4,Chinese,5,10/21/2022,"Very authentic Beijing food. Delicious, luxurious and good service!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1516,99,4,Chinese,3,10/21/2022,"The waitress in the front was quite rude. The other staff were quite kind and polite though. Food was okay. You can't go wrong with mapo tofu, so that was very very yummy. But I would pass on sliced beef in chili oil. The meat itself was yummy, but the dish overall did not have enough flavor. Tasted a bit watered down.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1517,100,4,Chinese,5,03/20/2023,"I had a fantastic time at Chai. The environment is friendly and relaxing, and the cuisine is absolutely delicious. Don't skip the Chai’s Treasure Platter or the crispy eggplant.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1518,101,4,Chinese,1,07/23/2022,"Please don't go to this trash restaurant.    I have been to the restaurant and tried the food. Today, I ordered about 125 dollars for food, but the portion size of the dishes is almost half compared to what I had in the restaurant. I called the restaurant, and the front desk lady kept laughing and was very rude. She didn't help me solve the problem.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1519,102,4,Chinese,5,03/20/2023,"If you're looking for authentic Beijing cuisine, look at this restaurant. The dishes are flavorful and expertly prepared, and the service is outstanding.",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1520,103,4,Chinese,5,05/19/2022,Pretty good Chinese food but feels a bit fusion-y. Zhajiangmian was good,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1521,104,4,Chinese,1,03/20/2023,Horrible service! I waited for more than an hour before I get my food and they messed up with the order instructions. Other people who came after me got their food earlier maybe because they have a larger group while I came by myself for a quick lunch. Very poor management organization!,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1522,105,4,Chinese,4,01/19/2023,Every dish was delicious. But the restaurant was clearly under staffed and it took forever to have the water refilled. And the desert we ordered was sold out even after we ordered it at the beginning and no one told us about it. Kind of disappointing really.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1523,106,4,Chinese,5,02/18/2023,Amazing chinese restaurant!  Love the #1 for 2. 3 different dishes with soup and appetizers. Every dish was delicious.,Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
1524,107,4,Chinese,5,02/18/2023,"10/10 for atmosphere  The decor is incredibly wide and immaculate, reminding me of the best Chinese restaurants I used to frequent in Shanghai.  Service rating of 9/10  Excellent service!",Chai 柴院 | Authentic Chinese Restaurant,353 W 46th St
