id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
9723,89,24,American,5,05/19/2020,"This was our second time here. The band, On the Side, was awesome. Buffalo wings were excellent and the calamari was very good. My sister really liked his burger and my friend enjoyed his sushi (a nice size serving). Our server, Sabrina, was outstanding - continually checked on us and made sure everything was great. All in all, this is a really great place. Will definitely return.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9724,90,24,American,3,07/23/2022,"I think they were ready to close. No one asked me if I wanted to seat. Well let me just put it like this when I finally asked one of the servers about getting something from the kitchen looks at his watch "" Oh no we're closed.""I'm like let's forget the 20 minutes I've been standing over here waiting to get someone's attention."" SMH",Grillestone Restaurant - Bar - Private Events,2377 US-22
9725,91,24,American,4,05/20/2019,"Good atmosphere and great service. We loved the Monster Roll which eel was fresh and shrimp tempura inside was crispy. But we were disappointed with crab and cucumber salad, which the sauce is not the kind we liked. The salmon tastes super great and we definitely will recommend to others. Next time probably will try something different because they have more selection of food to try. We love their Valentine’s Day menu by the way.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9726,94,24,American,5,01/19/2023,Asked for hot tea and it took a little while and you had no sugar only substitutes.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9727,96,24,American,5,10/21/2022,"Outstanding food, excellent service.  Beautiful, modern atmosphere.  Highly recommend.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9728,97,24,American,2,05/19/2021,The dining experience was ok. The waiter took a long time to check on our table. At one point my friends and I were looking for the waiter. I did not enjoy the Sea Bass at all. I’ve had Sea bass many times but this was the first time I did not enjoy it. The skin on the sea bass looked like it was pan seared for too long. I probably won’t go back to this restaurant.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9729,98,24,American,5,05/19/2022,This place is amazing. Me and a group of friends came in last minute a few nights ago… Before the kitchen closed. And they were able to accommodate us. We were served by Scott who was a trooper and excellent with getting us everything we needed. Thank you so much. If I’m ever in the area again I definitely will stop by… and the food was fantastic!!!!!    EF,Grillestone Restaurant - Bar - Private Events,2377 US-22
9730,99,24,American,5,07/23/2022,we had the best experience. our waiter Frankie has a great personality. we enjoyed everything,Grillestone Restaurant - Bar - Private Events,2377 US-22
9731,100,24,American,5,02/18/2023,The food was great and the live band was awesome!!,Grillestone Restaurant - Bar - Private Events,2377 US-22
9732,101,24,American,5,05/19/2021,Had a very good experience here during lunch on a weekend. Place was busy. Waiter was very pleasant and attentive and sushi that we ordered was yummy and fresh! I liked their outdoor seating space. I would consider coming back but in the evening when their firepit is lit.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9733,102,24,American,5,04/19/2023,Great food. Great atmosphere!,Grillestone Restaurant - Bar - Private Events,2377 US-22
9734,103,24,American,5,05/20/2019,"The place has a nice vibe to it! My server Raquel was great and very insightful for offering me the Sushi I ordered, happened to be the list of happy hour after placing my meal, she came over to me and told me about and I ordered 2 for the price of one! saved me a couple of bucks! Loved her energy and the SUSHI WAS GREAT! Been coming here for a while and I am never disappointed. Defiantly coming back!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9735,104,24,American,1,05/19/2021,"Yesterday we have visited this place. Nice interior. We had a nice table but without lights. We used a phone to chacking a menu. We had an appetizer. Sorry, but I didn't enjoy it. For the main course, I had 4 shrimps and a big place of spaghetti. There must be mushrooms, but I found only 3 small pieces. So, for the spaghetti I paid 30$. Is it rational? Bette, to pay this money for steak or lobster..isn't it?  I wanted to love this place...but now I don't. It is my experience. Hope other people will be happier than me with this place.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9736,105,24,American,1,05/19/2022,"WORST SERVICE EVER!!!!  SERVICE- From the beginning the waitress sat us at a dirty wet table and placed our PAPER menus on TOP of the wet spots. We removed the menus and asked for our table to be cleaned and get new menus. 10 mins goes by & she comes back to take our order....no cloth to clean the table and no new menus. We order nachos...still no clean table...nachos come but we do not get any plates/saucers, no napkins, no silverware...nothing. We ask for all of the above, another 10 mins goes by so i go inside and re-request them. Now mind you my table is still wet/dirty. Finally our request for the BASICS is fulfilled and she finally has a cloth to wipe the table.  Main course arrives while eating our nachos, I begin to move the nachos but I guess she was in a rush because she began shoving our plates by using the plate our main courses were in.  FOOD - The nachos were GREAT, my braised short rib ravioli was overcooked & mushy, the braised rib had chunks of fat in it...Would not suggest this dish. Hubby says the meatloaf was decent. My bacon seared brussel sprouts had a bit of a burnt taste. After all of that I def did not want any dessert. The couple next to us had the honey chicken & said it was just a piece of chicken dipped in honey and would not suggest it. His wife said the buffalo wings were not hot. For the prices, I was UNDERWHELMED!  I wont frequent this restaurant again nor will I suggest it as a good place for dinner.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9737,106,24,American,5,10/21/2022,Video:Steak/Eggs+; No Complaints,Grillestone Restaurant - Bar - Private Events,2377 US-22
9738,107,24,American,1,05/19/2022,"Worse experience ever! Service was horrible! Server was not only incompetent to handle a party of 17 but lied to the manager about why our food was ordered wrong! My guests left hungry cause some of them didn't get their food and I felt horrible cause it was supposed to be a bday celebration! I asked to speak to the manager and he was made to think that the problem with our food was how we ordered it, like that makes any type of sense! I will NEVER eat there again nor will I ever recommend anyone",Grillestone Restaurant - Bar - Private Events,2377 US-22
9739,108,24,American,1,05/19/2022,Horrible customer service from the host !! Host mean hospitality and they are horrible.  The food not bad and the server was very nice gentleman but the first impression made all experience bad  I don’t know who hired them !!! Never going back again it’s a shame to put people like these girls to be the face of your business .,Grillestone Restaurant - Bar - Private Events,2377 US-22
9740,109,24,American,2,05/19/2020,"Experience was horrible. Went to celebrate my daughter’s graduation. It was my first visit and I’ll never return, not because of the restaurant itself, but the wait staff. The food was great, the place is nice, the hostess was very friendly but the waiter was rude ! Dude treated us like he didn’t want us there. I debated talking to his manager but decided against it, because, he might be the owner’s son. We left him a 20% tip, not an indicator of time well spent, but because we always tip. My motto is, don’t change your behavior because of someone else’s.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9741,110,24,American,3,05/20/2019,It was pricey for the quality of food. I had the baby back ribs and they were not that good. My gf had the scallops and I thought there were better than the ribs but again nothing to write home about. She didn't like them too much. The service and the drinks were great. I probably won't be going back there anytime soon.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9742,111,24,American,3,05/19/2022,"Second time going to Grillstone was not as great. The hamburgers that we ordered were delicious, but smaller than I expected based on our last time at the restaurant. Also, the apple tart was completely different from the previous visit - must have got it from a different vendor. The tart had a blade aftertaste.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9743,112,24,American,1,05/19/2022,"I guess past reviews are right. Racial profiling is practiced here. I called to ask if reservations are necessary. I was told no that the bar had the majority of customers here, and the dining section was fairly empty. I arrived and I'm told they are short staffed and filled. Yet you have three staff members leaning all over the hostess' table. They only tend to locals and regulars here.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9744,113,24,American,5,05/19/2022,"Easy off/on US22 Westbound.  Excellent dining experience! The finest filet mignon I've ever had, anywhere. Prepared to a perfect ""medium"" roasting. Their server was attentive, without being a distraction. Outside dining ombionce lent a romantic night with my bride. We will return her and I highly recommend this restaurant.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9745,114,24,American,3,05/20/2018,"Grillestone had a nice atmosphere, decor is great but the food is inconsistent.  Family went, we had a great time, server was excellent.  The only issue was my meal was over cooked. Salmon was charred and dry, basmati rice was dry and crusty... that was very disappointing. Veggies we cooked and seasoned nicely.  My wife had the tuna, it was good, sauce was excellent. Daughter had the skirt steak, she loved it.  Disco fries with brisket were phenomenal.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9746,115,24,American,2,05/19/2022,"I visited earlier this week. The person allowed us to go in and sit at the bar. We waited approximately 5 minutes at the bar, for the waitress to come tell us they are closed. I asked why we weren't told that at the door and that the website says 11p  M close. She then tells me that they close at 10pm now and that the restaurant may have not updated it yet. I love their food, but this was it for me    Update to owners response since I cannot reply. The website says 2-11pm and I have a screenshot that I am unable to post",Grillestone Restaurant - Bar - Private Events,2377 US-22
9747,116,24,American,4,05/20/2018,Made reservations on Open Table and they sat us without any delays. Staff was very friendly and knowledgeable. We had an unrushed study of the menu while the drinks were brought. Our orders were made and confirmed back to us and we had a good conversation without a long time before appetizers arrived. Everyone was happy with their orders and the timing of the main course arrival was excellent. Once again we all enjoyed our choices as well as the deserts and coffee that finished the meal. I was overall very pleased with the experience.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9748,117,24,American,5,05/19/2022,Very clean. Nice waiters. I loved the nacho platter and the wings. We actually had a little thing with the family. But if you're looking for a nice place to dine in I highly recommend Grill stone.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9749,118,24,American,3,05/19/2020,"I’ve been here for dinner and it was good, tad overpriced, but still good. Came here for lunch today...service was great, atmosphere was great but the sushi was just awful. The Spicy tuna roll tasted like (and looked liked) canned tuna. Spicy salmon roll was not fresh. I get that it’s not a sushi place, but then don’t put it on the menu. My friends meal looked great, next time I will just stick to entrees. Still think it’s a bit overpriced but I would go back.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9750,119,24,American,3,05/19/2022,Food is decent but the steak we ordered was quite grisly (ny strip) and overcooked. For $40 and ala carte I'd expect better,Grillestone Restaurant - Bar - Private Events,2377 US-22
9751,120,24,American,3,05/19/2020,I ordered the salmon with rice and vegetables. It was very bland for me. Inside was freezing. We had to eat outside with the bugs to stay warm. The burgers and chicken wings is better but not good enough to make a special run for. Go have a drink and enjoy the ambiance.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9752,121,24,American,2,05/19/2022,"Over priced restaurant. We ordered milanesa chiken, which consisted of a fried piece of breaded chicken under a volcano of (I guess) lettuce. Also we ordered ribs, which were served on a chipped bowl. Our waitress was always MIA to the point we asked other people to ask her to come to our table. Summing up, overpriced we no attention to detail.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9753,122,24,American,5,05/20/2017,"My bridal shower was hosted at Grillestone recently and it was amazing! The menu selection was great, and every guest that I talked to raved about their meal and loved the drinks as well. The staff was super warm and attentive for the entire event, and the room that we were in was gorgeous and set up perfectly for everyone to hang out mingle when they weren't sitting and eating. From the food, to the service, to the space, everything was perfect! I would definitely recommend choosing Grillestone for any type of large dinner party of special event. I'm looking forward to my next visit!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9754,124,24,American,2,05/20/2017,"When you arrive you thinking is going to be a casual or maybe even a slightly upscale place, but I would call this place upper casual at best. The food was alright as were the drinks, but the waitress was horrible. The forget a few things that we ordered and had to put them in late. She seemed more inclined to talk to us than she did about getting our order correct. The price wasn't horrible, but I don't think I will be back here anytime soon. There just wasn't enough good things about the place to make me want to come back.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9755,125,24,American,5,10/21/2022,The band was very modern entertaining but the dinner I had was terrible I will never order it sgain,Grillestone Restaurant - Bar - Private Events,2377 US-22
9756,126,24,American,4,05/19/2021,"Pork chop was excellent. Garlic shrimp appetizer was on toasted bread, downed in a delicious buttery salty sauce. Mac and cheese wasn't great, and I didn't love the fried calimari, a bit too oily. Gratuity was not included in the bill. The restaurant space was very nice, good decor, spacious. Would def come back",Grillestone Restaurant - Bar - Private Events,2377 US-22
9757,127,24,American,5,05/19/2022,The food was absolutely delicious ir did not disappoint,Grillestone Restaurant - Bar - Private Events,2377 US-22
9758,128,24,American,3,05/20/2019,"Four of us went for lunch this past weekend; specifically, on a Sunday, in the mid-afternoon. We switched from a table to a booth, which was accommodated. However, there was a disconnect in advising the server. We sat at the booth for a good 15 minutes or so. When the server finally took our order, he did apologize for the confusion. After our order was taken, rolls were brought over - 3 for a party of 4. We asked for a 4th one and it was brought. When the food came, we had to remind our server that one item was missing. It eventually was brought over. We asked for condiments a few times before they were brought over. While we were eating, the manager came over and apologized and offered us ""comped"" dessert, which was appreciated and did alleviate some of the frustration. When we wanted to leave, we had to ask for the check a few times. When it did come, we waited at least 15 minutes before finally getting up and flagging down our server. So in review, food is okay, service slow, staff a bit forgetful, possibly inattentive. Also, BTW - I did overhear a few surrounding booths and table commenting in the slow service and waitstaff that was hard to find. I will not be returning.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9759,129,24,American,5,08/22/2022,Great place for a date night. Delicious food! Fun drinks! And great friendly service.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9760,130,24,American,4,05/20/2019,Beautiful venue. Server was new and left a bit to be desired (hence the 4 star rating) but other than that would go back again. Small bar towards back to watch sport events. Outdoor section perfect for summer nights. Food portions were great and prices reasonable.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9761,131,24,American,3,08/22/2022,"Updated review 2022: A decent place to catch specials, the game, live entertainment,  a drink with friends or colleagues. Food has declined in quality. Used to be more high-end in nature not closer to an Applebee's.    The location has an outside patio perfect for those warm summer nights or cozy up to the outdoor fireplace in the colder seasons.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9762,132,24,American,2,05/19/2020,"I would always drive by saying I want to go here. Looks classy. Looks are deceiving. Nothing special here. Service took forever and waiting for a salad and medium burger took about 20minutes. Medium burger was WELL DONE and fries were mushy. Caesar salad was just about all hearts, 5 croutons, a sliver of cheese and light on the dressing.  Service left a lot to be desired just like the food. Another waiter checked on his table three times before ours checked in once. More than half the tables were empty, so they were not busy. Prices are fair. Ample parking. Every four of the five tables around us got the nachos. So I’d say get the nachos.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9763,133,24,American,5,05/21/2015,"I've been to Grillestone many times, and they always exceed my expectations. From start to finish, my experience is always enjoyable. I really love the decor inside the restaurant- it creates a great, upscale vibe.The service is great, the staff is friendly, and the food is incredible. The Filet Mignon is one of my favorite dishes, and it is out of this world! My drink of choice is a dirty martini, which always hits the spot. Then, there's the Sushi... Not only is it delicious, but the presentation is amazing as well! The live entertainment on the weekends is awesome too. I highly recommend this tasty restaurant to everyone. You will keep going back for more, because I definitely do!!!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9764,134,24,American,5,05/19/2020,"Never have I ever been treated with such top notch customer service. Having being in the field for over 10 years, you really appreciate when other go above and beyond. My hats are off to the CJ, the manager, and Scirocco our server with the beautiful name. My family and I are more than grateful for the time and effort you took to making our 1st time at Grillestone exceptional. The decor was amazing and the food was excellent. There was honestly not a downside for the special night. Thank you all so much until our next visit.....",Grillestone Restaurant - Bar - Private Events,2377 US-22
9765,135,24,American,4,05/20/2017,It was my first time there and it definitely will not be my last. We tried the buffet and everyone enjoyed the food. The roasted potatoes were a favorite in the group. I am especially happy with the maintenance of the buffet. Everything was fresh.  The only reason I am not giving it 5 stars is because the service was slow and required patience.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9766,136,24,American,5,05/19/2020,"Love the ambiance! Come here each year for brunch after the NJ Lupus Walk. We've been for lunch and dinner as well. The menu is limited but good selections. If you get a chance to come to have a drink outside by the firepit, it is a very nice experience.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9767,137,24,American,4,05/19/2020,"What can I say, the Grillstone Restaurant is an amazing spot!  I have gone several times and it never disappoints.  I never write reviews but this time I felt compelled.  I was there to celebrate my birthday with just a few family members and friends.  I knew Valerie Adams and the Dimensions would be there ... JACKPOT!!!! I knew we would eat ... the meal was pretty good.  The burger was less than good but everything else was okay.  Then we met the most amazing server.  I believe her name was Lauren.  She wasn't assigned to our section but was pushed on us.  SHE WAS GREAT!!! She handled the situation graciously, made me feel extra special about my birthday, and got everything we ordered down to the minor details correct.  LOVE this girl!!  Now I hope every time I come the music is great and Lauren is my server!  Thanks Grillstone for having a place that finally gets it right!!.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9768,138,24,American,2,05/20/2019,"Food was good. The waitress appeared to be distracted. She gave my mom the wrong food, never asked us if we wanted beverage refills,  how our food was, or upsell us by suggesting dessert. The place was not THAT busy. At one point she was just gone? The staff appear to have their head elsewhere besides at work. Food service is ALL about the customer. Not your cellphone. Customers make your paycheck!    To management,  I never said the waitress was on the phone. Let me understand this. You're going to correct a customer? I don't believe you were present when we placed our orders. it was not replaced in 3 minutes it was more like 15 almost 20 because the other people at our party were finished when my mother's food, whose birthday it happened to be, who I told to the hostess when I made the reservation a week earlier.And yes the waitress was not very attentive. I have been a chef and in the food service for over 30 years. Please spare me the insulting reply!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9769,139,24,American,3,05/20/2018,"The restaurant  is in a great location, physically well located off highway route 22. It was very clean. I really like the modern lighting and the cozy atmosphere. The manager on duty was very friendly. The only bad thing about the place, the chef needs to pay a little bit more attention  to the food existing  the kitchen.  Visited 12/26/2017",Grillestone Restaurant - Bar - Private Events,2377 US-22
9770,140,24,American,5,05/19/2022,Drinks were great and strong! Eric was fantastic and such a pleasure . He made sure we were attended too the whole night !,Grillestone Restaurant - Bar - Private Events,2377 US-22
9771,141,24,American,4,05/19/2021,The food was great & so were the drinks!,Grillestone Restaurant - Bar - Private Events,2377 US-22
9772,142,24,American,5,05/19/2020,I was there yesterday for lunch. I had Chicken Marsala my companion had sirloin tips and the lunch included a salad for only $9.99. The amount of food we got was very good I had 2 thick chicken breasts with gravy cream spinach and a lot of mashed potatoes. The lunch came with a garden salad. The waiter was very good with a nice persona. I would go back again it is an open restaurant with a bar on one side and big tv screens. Definitely a good lunch place for business as I could see they had a few in there. Would reccommend if you live near by or on the hwy and hungry for decent good food to eat.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9773,143,24,American,1,05/19/2022,"Terrible, terrible, terrible......    Food is overpriced and management is the worst. I ordered food and was given the wrong order and management wouldn't change it out and told me I could leave, my problem is not their problem. I was in disbelief......",Grillestone Restaurant - Bar - Private Events,2377 US-22
9774,144,24,American,1,05/20/2019,"1st time here and the waiter  Ahmed  Wasn’t thorough when explaining the menu or policy for this restaurant. We stated this was our 1st time dining.  We came during a  Monday which was open mic I had the broccoli tempura which was disgusting! They put some type of sesame dressing on it, which made it soggy. then my spouse had the  wing special but couldn’t even finish the wings and when we looked to box up our food he said she wasn’t able to take the wings. then when she wanted to box up The loaded potato that she didn’t even touch, The waiter look to her as this he was surprised that she was even going to take the potato Home. Talk about nastiness with the smile!  we’re never coming back here again ! She paid $12.99 for 6wings and the wings were nasty, gummy not crispy. She didn’t even touch the refill.The only two that I have at this establishment in the waiter is to be very transparent the first time customers! Don’t put sesame seed dressing one broccoli tempura!!!!! Yuck!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9775,145,24,American,3,05/19/2020,Celebrated my brothers birthday here with a family lunch. Nice spacious modern restaurant with a bar area with TV's. It was quiet while we were there so we could enjoy ourselves eating and talking. We all had entrees off the lunch special menu. Food and service were ok. They brought a birthday brownie with ice cream to share at the end. Would give it 3.5 stars if that were an option.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9776,146,24,American,5,05/19/2020,This place is simply amazing!! I went there last night for the first time and i must say i had a great time! Food and drinks were great and they had a live jazz band that was wonderful...the customer service was excellent and CJ the manager was so nice. I will definitely be going back. I can see myself being a regular there.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9777,147,24,American,3,05/19/2022,The lobster and scallop risotto was the best thing I ate there. I really wanted some Edamame and sushi but they supposedly don't open on Sundays. I found that to be strange for a day such as father's day. They ran out of porkchops. Don't know how they couldn't for see such things happening for a day such as father's day.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9778,148,24,American,1,06/23/2022,Horrible experience. This restaurant was terrible. The waiter was rude. I will never go back there. Don't waste your time.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9779,149,24,American,5,05/20/2016,Always a great experience and the food and drinks are delicious. The new patio is perfect for dining and sitting at the bar on warm summer nights. Our servers are consistently outstanding and make a point to ensure we have everything we need in a timely manner. 6/5,Grillestone Restaurant - Bar - Private Events,2377 US-22
9780,150,24,American,1,05/19/2020,DO NOT EAT HERE! My food took almost 1/2 an hour to come and was cold. The lobster tasted like rubber. The crab legs we took home smelled by the time we got home which was a 20 min drive. When I complained they took off a very small percentage off of my bill. I would not recommend this place unless you want unseasoned cold food.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9781,151,24,American,4,10/21/2022,The Cobb salad was delicious,Grillestone Restaurant - Bar - Private Events,2377 US-22
9782,153,24,American,5,05/19/2020,really good food and drinks plus live music and Sam Smith is the best waitress!!!!!,Grillestone Restaurant - Bar - Private Events,2377 US-22
9783,154,24,American,5,05/20/2019,"The atmosphere here is so good. Spent majority of my time at the bar, staff was super friendly and helpful.  They had a live band that killed it. Definately will be going back, for those who haven't visited yet, give it a try!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9784,155,24,American,4,05/20/2019,"Overall, Excellent food and service. Very fulfilling burgers. Only concern is when ordering garlic shrimp appetizer, it only comes with five pieces for a dish that cost around $15. We ate on a Monday, which had 50% off all appetizers special. I was surprised to learn that one piece of shrimp would have costed $3 if we didn't dine on Monday.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9785,156,24,American,3,05/19/2020,"Second time there. The first time was awesome.  This time was meh in terms of service.  It's honestly a good spot, has a good kid's menu  Good on seafood,  some Italian dishes and burgers.  Ambiance is nice and quiet  I'd say give it a shot.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9786,157,24,American,5,05/21/2013,"This was an unexpected delight - terrific food, wonderful waiter, fast service and the ambience was wonderful. I ordered the nachos and they were superb (note: portion is ENORMOUS). My bud ordered the Minnesota Burger - could not believe the size of it and it was the best cheeseburger he has had in a long time.  So, ask for Giuseppi, kick back and enjoy a wonderful meal.  We will definitely return!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9787,158,24,American,5,05/20/2019,They have great deals and all you can eat wings on mondays.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9788,159,24,American,2,05/20/2016,"I've tried this place 3 times and I just don't get it. They always appear to be crowded so they are doing something right but I think I just keep getting the ""new guy"".  The service I have received each time I went there was a young server whom appeared to be new and had too many tables for them to handle (different server each time).    While the front of house appears to be a bit of a train wreck the back of the house has it together.  The food has always come out hot, despite the severs best efforts (2 of the 3 visits the servers mixed up the tables while delivering food) and it's always tasted good.    The nail in the coffin for this place for me was my last visit.  The sever brought me the wrong check 2 times, the 3rd time it was the correct check but when the server brought the receipt back for me to sign with my credit card it was the wrong (significantly more expensive) one again. The manager came over and assured me they voided out the transaction but when my credit card statement came at the end of the month there were 2 charges for Grill Stone.  My credit card company took care of it but it's just not worth the hassle to go back to this place.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9789,160,24,American,4,05/21/2013,"Went here with a large party, so naturally we ordered and tried a lot of different foods.  The decor is very well done, and the atmosphere suits the place nicely. The wait time for the meal is slightly above average, so bring plenty of patience with you. The drinks were good and done properly. The wine selection is good and the mark up is very reasonable. The appetizers were all great. The seafood, shrimp and scallops where good. The oysters - if you're into them - were excellent. Since we were going to a steakhouse, we ordered several steaks. The new york strip was recommended as their best steak, so we ordered a few, as well as fillet Mignon. Steaks and well as fillet Mignon were ordered medium-rare but were all cooked medium-well. The meat was dry and tasteless. Luckily they have an abundance of steak sauce to save the day, without it I wouldn't have eaten my meal. We also ordered a half rack of baby-back ribs which also came overcooked and dry. So, if you're going to visit Grillestone, do not order meat. Go with seafood and their selection of nicely prepared cocktails instead.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9790,161,24,American,4,05/20/2019,"Stopped by for a birthday celebration of a dear friend!  Shout out to Madame Leslia!  The atmosphere was nice.  The food was good and displayed without a challenge.  Moreover, the best aspect of this establishment was the outstanding service I received from Mr. Raul at the Omelet Station.    As I placed my order for an egg omelet, I mentioned to Raul that I am allergic to shell fish and since he had handled lobster legs and such, I was concerned of a fatal allergy attack if my food came into contact with the shellfish.  Raul was spot on!!! He immediately took off his gloves and left the post to wash his hands!  When Raul returned he bought with him a fresh batch of egg mixture, new gloves and a smile so bright that everyone standing in line compliment him for bring so thoughtful, considerate and respectful!  Such service demands a huge note of thanks and recognition!  Raul, you set the bar for outstanding customer service and common sense professional skills.  Grillestone should give you all due respect and consideration.  I will be sure to share my experience and look forward to come back one day soon!  Keep up the great work.  You are appreciated!  Thank you...",Grillestone Restaurant - Bar - Private Events,2377 US-22
9791,162,24,American,1,05/20/2019,Service was great. Went early on a Friday night. Fried Calamari was rubbery. My wife Seared Scallops were overdone and dry. My Seared Tuna which I asked for Medium Rare was closer to Medium Well.  The best thing on either of ours plates was a sweet corn puree. Now I'll remember again why I shouldn't go back even though it's in my hometowm,Grillestone Restaurant - Bar - Private Events,2377 US-22
9792,163,24,American,5,05/20/2018,Wonderful customer service. Great healthy food. Awesome Live music band.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9793,164,24,American,5,05/21/2015,"Ate at Grillestone Friday night and  had a great experience, I had the Filet and my husband had the Salmon. Food  and service were  exceptional, we also had two of their signature Martinis and were delicious. I was pleasantly surprised by the pricing , at the end of our meal we went to the bar to enjoy the Live Entertainment. Definitely will be returning to try some of the Specials that they offer.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9794,165,24,American,5,05/20/2017,"Love Grillstone. Great food, drinks and service. Warm and friendly atmosphere. Mike, the night manager, is ever-present and attentive to all customers. Gluten-free choices. Special request on the food selection is never a problem. Entertainment on Friday nights. I've always had great dining experiences here. I don't feel like a guest...I'm treated as family when I dine in-house.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9795,166,24,American,2,05/20/2019,"The environment was nice.  The food on the other hand was not good. Never have i eaten a salad and vomited immediately after I finish 2 forkful of it. Then i ordered the garlic shrimp pasta, it was so bland and didn't taste a bit of garlic.  I must say I ordered the wrong entree that day!! However, i didn't make a big deal but i should have cause that's 25 dollars down the drain!!!!!",Grillestone Restaurant - Bar - Private Events,2377 US-22
9796,167,24,American,3,05/20/2019,This place used to be great and although it's still very busy the quality of the food it's not the same. I ordered short ribs and they were tough and chewy the waitress very nice was not very attentive. she was very slow it took her 15 minutes to bring our tea to the table. Customary bread was not offered I had to request it just an overall bad experience.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9797,168,24,American,3,05/19/2020,Happy hour drinks were very good. Nachos were excellent. Sushi was fresh and made on the spot. I gave it 3 stars cause the wings needed more flavor and were undercooked.,Grillestone Restaurant - Bar - Private Events,2377 US-22
9798,169,24,American,1,05/20/2018,"I've been a customer since they opened. I went there for lunch today and ordered the ""Wedge"" salad and boy, what a cheaply made disappointment it was.  Both over ripe and under ripe grape tomatoes on it, sparse red onion slices, sparse to none bacon crumbles and had to order more dressing to cover it!  When I see things like this in a restaurant I just know its sliding downhill. I regret even paying for what was tragically served to me today. The bar maid really didnt seem to care, at all.  Matter of fact, I sat at the bar for 10 minutes waiting to be served, the employees where all bunched together watching the T.V.  My advice based on this true expierience, avoid this place completely.  Was once really good, now just lousy.  Poor management, poor service and poorly prepared food.  Too bad..",Grillestone Restaurant - Bar - Private Events,2377 US-22
9799,170,24,American,4,05/20/2019,"I'm 2 for 2 at Grillstone! Second time there, and it didn't disappoint. Great steaks, but so much more. I ordered the Creamy Garlic Chicken which came with pappardelle pasta swimming in a rich creamy garlic sauce. So good!! Good service & friendly staff too.",Grillestone Restaurant - Bar - Private Events,2377 US-22
9800,171,24,American,1,11/20/2022,Extremely small portions and way to expensive. Plus food was blaaaaass,Grillestone Restaurant - Bar - Private Events,2377 US-22
9801,172,24,American,5,05/20/2019,Wonderful place good service and delicious food,Grillestone Restaurant - Bar - Private Events,2377 US-22
9802,173,24,American,5,05/20/2017,"Food & service were great.  We were there during off-peak timing on the weekend for lunch.  The decor was festive for Valentine's Day & there was a private event going on as well.  Our waiter was friendly, attentive & helpful.  Its not our first time here, we've come in a few times before.",Grillestone Restaurant - Bar - Private Events,2377 US-22
