id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
19470,336,57,Italian,5,05/19/2021,"The Hostesses are handling the Pandemic way of ordering like 'TRUE CHAMPIONS'...Taking Order to Go orders, while braving the elements of the weather & A Special Thank You to the Cooks, I Truly appreciate You All, For a Job, Well done...I'll be back Gateway, Bk Olive Garden...The Food was on Point, as Usual...  Ymmy... …",Olive Garden Italian Restaurant,505 Gateway Dr
19471,337,57,Italian,4,05/19/2021,"The Restaurant food is amazing and the staff were very friendly and helpful. But the smell inside was horrible. It smells like rotten food, feet and a dirty mop altogether.",Olive Garden Italian Restaurant,505 Gateway Dr
19472,338,57,Italian,3,05/19/2022,Waitress was a bit forgetful.  Food was average.  The best part of the meal was the dessert and Amaretto Sour and Italian Rum Punch.,Olive Garden Italian Restaurant,505 Gateway Dr
19473,339,57,Italian,1,05/20/2019,"I took my friend here (Gateway Mall location) this evening for her birthday dinner; to my surprise, my shrimp scampi was bland & tasteless. I was very disappointed! Added to which, my free app or dessert was not honored even though I have email sign up & showed it to our server. Our server (Shatrice) seem very unfriendly & just direct - no sign of warmth even though I mentioned my friend's birthday. The other servers who sang happy birthday was just to rushed & abrupt - they just dropped the lighted whip cream cup on the table & left. I was just overall disappointed. I WON'T BE BACK, neither will I recommend. Smh",Olive Garden Italian Restaurant,505 Gateway Dr
19474,340,57,Italian,3,05/20/2017,This is a nice olive garden similar to others except they are well staffed in would say overly staffed but that's a good thing. Get there early as it's popular and can product a significant water time. The meals are inexpensive and the staff and bartender are very friendly. This place I would say is very heavy handed on the salt so keep a eye on that if you have issues with pillars of salt.,Olive Garden Italian Restaurant,505 Gateway Dr
19475,341,57,Italian,4,05/19/2020,"This Gateway Olive Garden is much better than the one at ceasars bay. The servers are experienced and friendly. The food seems fresher too. The pasta isn't all clumped together, thankfully.",Olive Garden Italian Restaurant,505 Gateway Dr
19476,342,57,Italian,5,05/19/2020,"The Olive Garden was great! My friend and I got there around 12:30 or so and there were no lines so we were received nicely and seated quickly. Our attendant or server Melissa was the best! She was a true professional. She anticipated what we needed at the table, removed our finished salad and appetizer plates quickly and checked on us periodically. She had a nice personality and smile to match! The food was delicious too! We had the Chicken Alfredo Pizza Frita, and I had the Salmaon Piccatta with Squash along with the house wine. Everything was so well seasoned, well proportioned. This is going to be our go-to spot from now on!",Olive Garden Italian Restaurant,505 Gateway Dr
19477,343,57,Italian,3,05/20/2018,"The server was adequate.  They serve the children first.  Not too many vegan choices. We enjoyed the free wine samples.  Bathrooms, high chairs and children-friendly.",Olive Garden Italian Restaurant,505 Gateway Dr
19478,344,57,Italian,2,05/20/2017,"Service is hardly ever duplicated at rhis location - mostly with the food. Tonight is no exception, regrettably. Appetizer came right away. Main meal took nearly 30 minutes to arrive, and was disappointing. To the credit of pur waitress, she was apologetic. Sadly...",Olive Garden Italian Restaurant,505 Gateway Dr
19479,345,57,Italian,3,05/20/2019,"Pleasantly surprised at the improved food prep. Chicken n shrimp carbonara was a good choice. Cherry Makers Mark w coke was a tad sweet but easy to drink. Staff still seems overwhelmed or overworked and the front end needs some customer service training. Smiles n greetings are a staple at most well-run establishments. Following up and checking on diners typically leads to increased sales.  I could've choked to death by the time anyone asked if I needed or wanted a second drink. By the time I was asked, I was done with my food, annoyed and wanted to leave.  This chain can benefit from Costco, Wal-Mart or BR Guest-type training.",Olive Garden Italian Restaurant,505 Gateway Dr
19480,346,57,Italian,1,05/20/2018,"First let me say I am a long time customer of Olive Garden especially this location. On average I used 2 come in 2x or more a week so I know the menu and how things work. I always sit at the bar because there is faster service. Plus I can watch the employees interact with each other and how they handle the food/drinks especially my own.    Management must of changed because customer service has become HORRIBLE. I visited on Wed evening and sat in my usual spot. The bartender had no idea how to make drinks, even when I ordered straights off the menu. She never cleared away the obviously dirty plates from the earlier patrons that wss next to me off the table even after i tried to subtly hint at it by pushing them closer to the edge so they could fall off. The dirty plates was present during my entire meal. Can you believe two ladies were behind the bar the whole time. And dont get me started on the number of fruit flies swarming around. I ate half my meal thinking if the front of the house is this dirty I would be scared to see whats going on in the kitchen.    Came back again on Fri during lunch time and found similar conditions. Dirty bar area and a bartender that doesn't know how to mix drinks. Too many fruit flies still swarming around. I wonder when was the last time the Health Dept came by?    I ordered a sandwich which was completely soggy and terrible so only took 1 bite but the fries were excellent!!! The waiter was nice enough to remove it off my bill so Im happy for that. Sadly the unsanitary conditions turn me off so will skip this place in the future.",Olive Garden Italian Restaurant,505 Gateway Dr
19481,347,57,Italian,1,05/20/2016,I didn't even want to give them the one star but I gave it to them because they had chairs. the service sucked I had a waitress that look like she just got out of bed the food was awful not like olive gardens I've been to in the past . I only got 2 refills of lemonade before they told me it was finished she only bought two refills of salad and on top of that they took at least 45 minutes to bring the food that was awful oh my god on top of that I asked to speak with a manager and she took 30 minutes to come. From hostess to manager extremely ghetto with poor Service.,Olive Garden Italian Restaurant,505 Gateway Dr
19482,348,57,Italian,1,05/19/2020,"Waiting for nearly 45 minutes for the waitress to come by to take our order for food. Very nasty attitudes and I would like corporate people to come see what they are doing in the restaurant, who they hired and if I was a food critic at this restaurant right now ,I will personally give this restaurant an F grade for lack of service, don't know how to greet us when people come to come to the door and they hired black only with no experience. THEY ARE RACIST. IF YOU ARE NOT THEIR OWN KIND WHO DOESN'T GET SERVED HERE, I WOULD NOT STEP FOOT INTO THIS RESTAURANT NOR THE OTHER RESTAURANT AT CAESAR'S BAY. HOLLY IS THE MANAGER OF THIS RESTAURANT . THIS RESTAURANT IS TOTALLY DISCRIMATION. The restaurant was not packed. People got served before my family and I got served.",Olive Garden Italian Restaurant,505 Gateway Dr
19483,349,57,Italian,2,05/20/2018,Went with a group of 4 and had an unattentive wait staff. I'm not sure why but it took over 45 mins to even get our food. Even when our food came out it was only half the order. On the good side they did give us a free entree and desserts for all.,Olive Garden Italian Restaurant,505 Gateway Dr
19484,350,57,Italian,5,05/20/2018,"Was invited as part of a marketing sales event. I have no complaints, only good recommendations. The food was delicious,  the service was excellent n the place was clean n inviting. The only suggestion I w make is that they put some kind of sign indicating where the entrance is.  W walked around the building b4 finding it",Olive Garden Italian Restaurant,505 Gateway Dr
19485,351,57,Italian,3,05/19/2020,The food isn't as good as it use to be.  I had the seafood alfredo pasta without the shrimp and eventhough it was well cooked the alfredo sauce was lacking. The bread sticks were warm and the salad was good. My friend had the sampler and she stated her disappointment in her meal as well. The alcohol beverages and the pumpkin cake was delicious and highly recommended.,Olive Garden Italian Restaurant,505 Gateway Dr
19486,352,57,Italian,1,05/20/2019,"I understand that this location has only been open for a few weeks, but it seemed like everything was out of order for the most part. I don't like to complain unless it's absolutely warranted, but other guests were voicing their dissatisfaction openly.  The soup and bread sticks were on par with other olive gardens, but the giant chicken parmesan that I ordered was absolutely unacceptable for the near $20 price . It was essentially one large flat piece of processed chicken, much like a chicken nugget, that had more breading than chicken and absolutely too much salt. After taking 2 bites I had already lost my appetite . Thankfully the soup had unlimited refills or I would have walked away hungry.  I took the chicken home and heated it up the next day thinking the salt flavor might have dulled out a bit, but unfortunately that wasn't the case . Rarely do I throw food away, but I'd hardly classify this dish as something edible.  Please take this ""chicken"" off the menu so no one else has the displeasure of tasting this monstrosity of a dish.  When it comes to the drink that I ordered (Pina colada), it came out warm and oddly thick, like they just poured a Pina colada mix into my cup without blending ice or anything else for that matter, and the liquor was basically non existent.",Olive Garden Italian Restaurant,505 Gateway Dr
19487,353,57,Italian,1,05/20/2017,"We were a party of four seated at a table for 2, to begin. I was disappointed with the service and the quality of the food. We had to ask for everything from water to utensils to reminding the waitress several times what our appetizer and meal were. When the appetizer came, the fried mozz and ravioli were dripping with oil and the calamari looked like the last smallest bits one finds in a bag of frozen food.    The pasta was drowned in sauce and the chicken was black on the bottom. Placed strategically and covered in sauce. SMH. It has been two years since I visited this particular location and it will definitely be the last.",Olive Garden Italian Restaurant,505 Gateway Dr
19488,354,57,Italian,3,05/19/2020,Food came out in good timing pasta was  over done but this is not a five star situation so what can ya do. Server was attentive and polite. The seating booths chair cushion slid out when we sat down needs to be fixed,Olive Garden Italian Restaurant,505 Gateway Dr
19489,355,57,Italian,1,05/20/2018,"Would come here quite often, it’s no longer going to be a spot for my family and myself. I waited 40 mins, which was not a problem it’s expected on a Sunday. The issue was with only a party of 4 with a simple order I waited over an hour and did not get my food. Horrible service, it took 25 min just for them to take our drink order",Olive Garden Italian Restaurant,505 Gateway Dr
19490,356,57,Italian,3,05/20/2019,I mean as far as Italian cuisine goes they are really pedestrian. The pasta had no taste. Serving time is eh. And my date turned back 3 of her meals before we finally decided to get out of there. Parking is disastrous as they share a parking lot with red lobster. My advice is really to drink before heading there. You might change your mind and save some money in the process lol,Olive Garden Italian Restaurant,505 Gateway Dr
19491,357,57,Italian,3,05/19/2020,"When first walking in there is a strong chessy odor. Cant tell if it's good or bad. I ordered the spaghetti and meatballs. The meatballs were good but with the pastas they dont give enough sause which can make it a bit dry. The food wasnt as great as I thought it would be going to an olive garden for the first time. The waitress was nice and inviting. The table as an electronic tablet where you can play a few games and has electronics books for little kids. It is also where you can pay for your food electronically. Overall, the food was ok, it's very clean and not too busy/crowded.",Olive Garden Italian Restaurant,505 Gateway Dr
19492,358,57,Italian,1,05/20/2018,"My wife and I had a terrible experience at the Olive Garden at Gateway Mall in Brooklyn. We ordered the tour of Italy to go for our daughter only to find out that they use pork in the ground beef to make the lasagna. We don't eat pork for religious and health reasons and if you don't ask their policy is if the customer don't ask don't tell which is very unprofessional!  Its a good thing my wife asked what is the lasagna made with?    This will be the last time my wife and I and anybody else in our family eats at the Olive Garden restaurant chain.    A word to the wise for the management of Olive Garden be more  vigilant, transparent and forthcoming with the information about what's on your menu specifically to inform customers with food allergies or customers that don't eat specific things for religious reasons.",Olive Garden Italian Restaurant,505 Gateway Dr
19493,359,57,Italian,4,05/19/2021,"The service was outstanding. However, the food was a bit overloaded. It had a bit too much of sauce. In general, I do recommend this place.",Olive Garden Italian Restaurant,505 Gateway Dr
19494,361,57,Italian,5,05/19/2020,"Great Service, good prices and the best italian food in town. Also the refill for the salad, breadsticks and most of the drinks is really worth its price.  To have the option to taste great wine for free was also a good gesture of great service.",Olive Garden Italian Restaurant,505 Gateway Dr
19495,362,57,Italian,5,05/19/2020,Always fresh ingredients. My favorite is creating the pasta with garden veggies. Its delicious. Breadsticks always win and the staff is great. Highly recommend for a quick meet up or time with family and friends,Olive Garden Italian Restaurant,505 Gateway Dr
19496,363,57,Italian,3,05/19/2022,Don't know if it was because it was Mother's Day but service could have been better,Olive Garden Italian Restaurant,505 Gateway Dr
19497,364,57,Italian,1,05/20/2019,"Food was terrible, drinks are watered down and the waiters are rude. I wouldn’t recommend eating here. The bread was hard and cold. My waiter was not very friendly he ignored my table and took forever to bring my bill.",Olive Garden Italian Restaurant,505 Gateway Dr
19498,365,57,Italian,1,05/19/2020,"today we decided have lunch in olive garden on the Gateway dr.It was about 1oclock,and not so many people in the restaurant, but we wait more than 25 minutes for waitress to come. We ask to speak to the manager. He is apologized,and send waitress to take an order.After she brought salad and soup ,they again forgot about us for another 30 minutes.My husband order spaghetti with meatball. But they forgot for meatball,and gave him only spaghetti. Its not first time we having lunch in this place ,and usually service is good, but not today.",Olive Garden Italian Restaurant,505 Gateway Dr
19499,366,57,Italian,3,05/19/2021,"Went for a soup & salad lunch w/a friend  they were practicing the social distancing rules, took our temperatures , seating was limited bc of social distancing  was seated at  arch table where too much sunlight comes through & one of the cushion needs replacing as it  was sinking otherwise everything else was fine, waitress was helpful & attentive",Olive Garden Italian Restaurant,505 Gateway Dr
19500,367,57,Italian,5,05/20/2019,Always enjoy my food there. That zuppa toscana will be the death of me! Delicious every time. Drinks could do with some extra liquor but it taste good regardless. Server was great....forgot his name. Black guy with the dreads is da man!!!,Olive Garden Italian Restaurant,505 Gateway Dr
19501,368,57,Italian,4,05/19/2020,"Honestly, i don't think they include everything in their menus.. but other wise this place is amazing. Waiters are kind and do their job, the service is somewhat quick, free breadsticks and salad is honestly on of the best parts of olive garden. Like,,, no one can beat olive garden breadsticks. FIGHT ME  …",Olive Garden Italian Restaurant,505 Gateway Dr
19502,369,57,Italian,2,05/19/2020,I got sick for the second time at the Olive Garden. Although my service was good the food taste fresh but could be because it was my first meal of the day each time I ate at the Olive Garden I don't think I'll be trying it again anytime soon though.,Olive Garden Italian Restaurant,505 Gateway Dr
19503,370,57,Italian,5,05/19/2021,Awesome Awesome Awesome...my son didn't want to have the birthday song but our server gave him cake anyway. The food was superb and the staff was professional...the atmosphere was cozy...,Olive Garden Italian Restaurant,505 Gateway Dr
19504,371,57,Italian,5,05/20/2018,"I really enjoyed the service I got from Tenecia! It was a busy hectic night because there weren't many servers as a result why could have been a 15 minute wait was prolonged to a 40 minute wait. Despite all of that, Tenecia was quite calm and never dwindled her quality of service. She didn't even look exhausted! Amazing!",Olive Garden Italian Restaurant,505 Gateway Dr
19505,372,57,Italian,4,05/20/2017,"I consider Olive Garden upscale fast food. So for that reason, (comparing it 2 a fast food restaurant like Micky D's), the food is great. Its not somewhere I would want 2 go to 4 a date, but yes, to a full sit down inexpensive meal.",Olive Garden Italian Restaurant,505 Gateway Dr
19506,373,57,Italian,5,10/21/2022,Didn't like how one server was treating another server it was a bit aggressive,Olive Garden Italian Restaurant,505 Gateway Dr
19507,374,57,Italian,5,05/20/2018,Zanaya & Sydney were an awesome tag team!!! They were both so very pleasant and attentive to me and my children. With a very busy location we waited an hour and half for our table but the staff were all on point. As a manager myself for a service business I would be greatful to have team members like them!!! Olive Garden in Gateway do all you can to make sure you don't lose them!! I would take them in a heartbeat!!!,Olive Garden Italian Restaurant,505 Gateway Dr
19508,375,57,Italian,1,05/20/2018,"Service was well below average; no napkins were given to any persons of my party, appetizer plates were left on the table throughout the entire stay and the table and glassware were sticky. My advice, go to Red Lobster, Applebee's, or even Smash Burger!",Olive Garden Italian Restaurant,505 Gateway Dr
19509,376,57,Italian,4,05/20/2019,"We waited about 25 minutes, and the food came prontly. However, the drinks take like forever to arrive except for the wine. The bartender service is too slow. Food was great.",Olive Garden Italian Restaurant,505 Gateway Dr
19510,377,57,Italian,2,05/20/2019,"Terrible service, all we wanted was to place a to go order. I was on hold for 13 minutes. They said the food would be ready by a certain time (in 1 hr which is ridiculous even for takeout) the food was still not ready and we had to wait an additional 16 minutes. The food isnt even all that great to be having such bad service and this happened not once but twice on two separate occasions and time of the day.",Olive Garden Italian Restaurant,505 Gateway Dr
19511,378,57,Italian,1,05/20/2018,"We always  go to this Particular  Olive Garden and we always have a great experience. Yesterday was a different  Story, we decided to go with our children and it was the worst service ever our Waiter was a Black slim Gentleman  With some du rag or a nylon holding his dreads seem very nice at first but a horrible waiter.First of allhe  Served our salad never offered cheese or salad dressing just on the salad and just walked away  Mean while other waiters l were doing the opposite , Never once came to see if we were OK or needed a refill food look sloppy our kids sliders were burnt and the entire experience was a nightmare.. Last time we will be going  Horrible service and horrible waiter.",Olive Garden Italian Restaurant,505 Gateway Dr
19512,379,57,Italian,5,06/23/2022,If was fine.I orderes soup and salad..Large party of 20 arrived.They were a little busy but over all they did a fine job of seating them and serving them quickly..,Olive Garden Italian Restaurant,505 Gateway Dr
19513,380,57,Italian,3,05/20/2017,"Food is good and the ambiance is ok but the light at the bar is to bright! good wine selection and mix drinks. When I want  to eat comfort food and relax I always think of eating at this place, eating at the bar is real cool but please turn down the lights.",Olive Garden Italian Restaurant,505 Gateway Dr
19514,381,57,Italian,1,05/20/2018,"Very disappointing. Waited 3 whole hours and just got called to the table. It’s very loud too. The food is great, don’t get me wrong. But there should be no reason as to why anyone should be waiting past 2hrs after being told to wait 35 minutes.",Olive Garden Italian Restaurant,505 Gateway Dr
19515,382,57,Italian,5,05/21/2013,All entrees come with unlimited salad and fresh bread sticks. They always offer specials on entrees. There are lunch specials of all you can eat salad and soup. The soups are delicious. Good prices for chain food. Service is usually good. Most restuarants have a bar.,Olive Garden Italian Restaurant,505 Gateway Dr
19516,383,57,Italian,1,05/20/2017,This place sucks. SPOILER ALERT: this is not real Italian food. The food is frozen and just heated up in the microwave. It's obvious that the food doesn't taste fresh. Service is pretty slow as well. I'll never go back to an olive garden. There's a reason why olive garden is losing business.,Olive Garden Italian Restaurant,505 Gateway Dr
19517,384,57,Italian,4,05/19/2020,"Food was good but, the service from Michael was excellent. He was attentive and professional. Don't lose him he's one of few and, he makes you feel welcomed. Great bartender.",Olive Garden Italian Restaurant,505 Gateway Dr
19518,385,57,Italian,4,05/20/2019,"Good experience, waitress was polite and energy was great. One problem, the bathroom has a bad scent and floor sticky. I will come again tho because it was intimate and I like that.",Olive Garden Italian Restaurant,505 Gateway Dr
19519,386,57,Italian,3,05/19/2020,"The food is not amazing but it was passably enjoyable and I went with my mom, who helped herself to all of the black olives in the salad. And you can't say anything about that because she WILL remind you that she breastfed you if you do, but honestly that's the best part of the salad, and I consider this to be an unjust society where olives are subject to an authoritarian regime. Also the fried lasagna bites are pretty good, and I also recommend the zoodles. The iced coffee had plenty of sugar and very little coffee but it tasted okay enough. More like a shake. Veggies good. Firm, not overcooked and squishy. I hate that. Smack the next person who mutilates a perfectly good vegetable. Pesto could be better. Was a bit bland, which is a shame because among sauces, pesto is generally superior.",Olive Garden Italian Restaurant,505 Gateway Dr
19520,387,57,Italian,3,05/20/2019,"It's a no from me. My salad was drenched in dressing, my breadsticks and soup were lukewarm,  my drink was watered down, my waitress was barely present, I was questioned for having lunch alone, it was beyond loud during lunch... shall I carry on? Perhaps I came on an off day, but for a girl who came by for a cheap lunch on the other side of town, I expected a little bit more. Tsk, tsk.",Olive Garden Italian Restaurant,505 Gateway Dr
19521,388,57,Italian,4,05/19/2022,"It was a very delightful day, didn't get the usual greeting "" sorry sir there's a half hour waiting period "" but there's nobody here but me and my wife "" but today it was okay.",Olive Garden Italian Restaurant,505 Gateway Dr
19522,389,57,Italian,2,05/20/2019,"Olive Garden food is not as it used to be. It doesn't taste good anymore. Soup and salad still taste good, but they are loaded with sodium. When i warmed my leftovers, it was loaded with oil oil n more oil.....Before they used cloth table napkin, now they use dollar store paper napkin. The quality is not there anymore.",Olive Garden Italian Restaurant,505 Gateway Dr
19523,390,57,Italian,5,05/19/2021,Nice place been there before covid too. That time so busy . Now a days because of covid /19 you have to wait inside your car until they call or text to you very clean and keeping social  differences 100%,Olive Garden Italian Restaurant,505 Gateway Dr
19524,391,57,Italian,5,05/19/2021,It was a little wait for the waitress to get to us but after Shay came over to serve us she made it all better  Food and drinks was good.. …,Olive Garden Italian Restaurant,505 Gateway Dr
19525,393,57,Italian,5,05/20/2019,"If you love pasta then this chain restaurant is a go to! It was an elegant and classy set up which was delightful. The service was excellent and the food? First of all, bottomless breadsticks and salads you can live off on alone but if you dare to venture further (and you will) then their menu has all of the American known italian dishes plus a couple of interesting ones such as fried ravioli. We had gotten the bottomless pasta and could barely get through the second plate; gluttons. Wine was on point flavor wise, a delightful accompaniment to the meal and reasonably priced. All in all, you will get your money's worth but make sure you eat salads for the rest of the week.",Olive Garden Italian Restaurant,505 Gateway Dr
19526,394,57,Italian,3,05/20/2018,"Olive Garden is one of my favorite waiter/ waitress restaurants. Am familiar with this location having eaten there numerous times. Avoid dinner hours on weekends because of the wait, but at other times you should be seated quickly. I go for the lunch special or early bird special served until 5:pm monday thru thursday. Meat ball sandwich at lunch with fries is great deal. I always get at least 2 bowls of soup instead of salad. Chicken cutlet or chicken piccata with pasta is excellent. Never had an issue with attitude of servers. Normal menu prices are on high side but you are getting soup or salad. Alcohol prices are steep as are dessert prices and no item comes with beverage or dessert. Their most recent health department rating is ""B"". I asked why and could not get satisfactory answer.",Olive Garden Italian Restaurant,505 Gateway Dr
19527,395,57,Italian,1,05/19/2021,"Today I had a bad experience in this restaurant, we ordered two drinks and they brought one, the drink was pure water, the chicken marsala had nothing Italian, the salad and soup and it was offered after our food arrived on the table, and the  Water was served when I was going to pay the bill, I have never experienced anything like this before in this restaurant",Olive Garden Italian Restaurant,505 Gateway Dr
19528,396,57,Italian,5,02/18/2023,Amazing is all I can say!,Olive Garden Italian Restaurant,505 Gateway Dr
19529,397,57,Italian,5,05/20/2019,Grat food good service,Olive Garden Italian Restaurant,505 Gateway Dr
19530,398,57,Italian,4,05/20/2018,"The food is pretty good, but the change in menus each day will drive you crazy. If you don't ask, they won't tell you you can order from dinner menu during lunch. Example, salmon is only on the dinner menu, not lunch.",Olive Garden Italian Restaurant,505 Gateway Dr
19531,399,57,Italian,4,05/20/2019,"Visited Olive Garden with my husband and baby on Wednesday 28th November 2018 arrived after 7pm. We got attended to right away the person at the front desk was pleasant. Our server was Shavasia she was very pleasant, checked on us if we needed refills, (I found the breadsticks was a little salty, otherwise everything else was good we had the soups and salad) explained to us if we needed clarification on anything she was very helpful, we got to sample the Moscato wine which tasted great. Shavasia did an excellent job wanted to ensure she gets recognized for it. The last time I came here was in 2015 I must say it ia still hospitable. Keep up the good work.",Olive Garden Italian Restaurant,505 Gateway Dr
19532,400,57,Italian,1,05/20/2019,It was so cold in there it was like sitting outside  after the manger finally come over he states it's on now and will take a while to kick in after 30 minutes it became unbearable cold  my child ate some of his food with his coat on I had to blow heat into my hand to warm up  again spoke to manager he apologized I told him it's been cold all day makes no sense they just turning on the heat he agreed to late couldnt enjoy our food  Now let's talk about the food scallops horribly hard  Shrimp  smell like they just came out the water amd the pasta was chewy  My son ate his kids meal  Other wise then that  The server name taty did her best to accomadate us  She got her 20 percent tip regardless  The manager never accommodated our grief  I've been there for years and this experience will make me travel to the city before I give them my money again  Only reason i went is cause if that commerical and they didnt have any in stock !!!!  Should if listened to my 11 year old and went to outback !!!,Olive Garden Italian Restaurant,505 Gateway Dr
19533,401,57,Italian,3,05/21/2014,"If you have a coupon you can get a good deal. I call t his a faux Italian place because there is really no flavor in the dishes. Very little spice used as to to cater to everyone, very common in chain places.    The portions are a good size and the wait staff very attentive. During the graduation season it can get very crowded so be prepared to wait. You get a buzzer thing so you can wait outside on a nice day but they do not reach very far so you can not shop the other stores while waiting unless you leave someone behind.    Over all a very pleasant experience.",Olive Garden Italian Restaurant,505 Gateway Dr
19534,402,57,Italian,4,05/20/2019,Usually the food and service are good here. Today I went and my waiter was very slow in taking our order.  When the food finally came out it was very dry.,Olive Garden Italian Restaurant,505 Gateway Dr
19535,403,57,Italian,1,05/20/2018,"I usually have a very good experience with Olive Garden. Unfortunately my visit to Gateway plaza Olive Garden was really bad. For starters, the waiter forgot to bring us drinks. Than, after some waiting time, we were told that the don’t have the soup we ordered. The didn’t have one of ordered main dish and one of the desserts. No apologies were offered. Our check arrived without a customary cover and Ilive Garden chocolate. Overall, it was bad service accompanied with outrageous suggestion for tip",Olive Garden Italian Restaurant,505 Gateway Dr
19536,404,57,Italian,1,05/20/2019,Waitress was spot on. But the food & drinks was a solid C+ the non alcoholic drinks are R  recipe for diabetes-soup was so salty we had to return. Many in attendance was complaining  about their food,Olive Garden Italian Restaurant,505 Gateway Dr
19537,405,57,Italian,5,08/22/2022,"Great food, great dining and it's a great place to bring your family.",Olive Garden Italian Restaurant,505 Gateway Dr
19538,406,57,Italian,4,05/20/2019,"Our server, Shay was awesome!  It was a busy night, as they have a huge party in, but she still found the time to check on us and ensure that our table was good!!!",Olive Garden Italian Restaurant,505 Gateway Dr
19539,407,57,Italian,2,05/19/2020,I had a craving for the salad and breadsticks.  I haven't been in 4 years.  I was disappointed.  Its not how it used to be.   The Salad was not the same...the entree was bland...no flavor.   Craving over... never going again.  Sorry OG!,Olive Garden Italian Restaurant,505 Gateway Dr
19540,408,57,Italian,3,05/19/2022,Food and service were good but there's a foul odor lingering inside this establishment. Smh...,Olive Garden Italian Restaurant,505 Gateway Dr
19541,409,57,Italian,5,05/19/2021,"Always like Olive Garden. The location is clean semi-large, friendly staff and food good.  It can be slightly salty though okay.  If you have HBP like me, just be aware.",Olive Garden Italian Restaurant,505 Gateway Dr
19542,410,57,Italian,4,05/19/2022,A little crowded area.  Food is excellent.  Staff are good.  Lost one star for a little slow service,Olive Garden Italian Restaurant,505 Gateway Dr
19543,411,57,Italian,1,05/20/2019,"The bathroon smell like per n very dirty, the waiting was about 1 1/2 to 2 hours n after u get in the service was horrible I have to ask them more them once for bread n salat N the food took another hour n them my son as for extra cheese n never got it n on top of the they forgot the drinks. I know the place is busy but wow service was horrible I will never go back there",Olive Garden Italian Restaurant,505 Gateway Dr
19544,412,57,Italian,1,05/20/2017,Terrible experience. There was throw up Oder near by the entrance once we walked in. The food was extremely greasy and fattening & everything just taste like cheese and grease. If you LOVE cheese and grease then I highly recommend this place. Overall experience NEVER AGAIN.,Olive Garden Italian Restaurant,505 Gateway Dr
19545,413,57,Italian,5,08/22/2022,Olive garden does their take out much better than other big chain restaurants.,Olive Garden Italian Restaurant,505 Gateway Dr
19546,414,57,Italian,1,05/20/2019,Wait time is extremely long. Staff seems unfriendly. Ordered lobster and shrimp Mac and cheese. Told them no shrimp as I'm allergic. Still found 1 shrimp in my dish upon stirring it. Would Olive Garden foot my hospital bill when I go into anaphylactic shock?,Olive Garden Italian Restaurant,505 Gateway Dr
19547,415,57,Italian,4,05/20/2018,There was a reason that we had a 20 minute wait. The food was good! The server was great but it took a while to get our food.,Olive Garden Italian Restaurant,505 Gateway Dr
19548,416,57,Italian,1,05/19/2020,"Took a family member who was visiting from overseas to this establishment, and had never been to Olive Garden.  My 7 year old had fries and wanted more ketchup, our waiter Jared told her the kitchen was being closed, but he would see what he can do. Shortly after he came back with a with a cup of ketchup, you could clearly see that it was on someone else's plate. The ketchup had dip pockets in it, around the cup was messy, it was disgusting. I'm sorry I didn't take a picture. I just asked for my bill, kept my cool and left.  That's how people get sick, you dont know who was playing in that ketchup. NEVER, EVER GOING TO OLIVE GARDEN AGAIN!!!",Olive Garden Italian Restaurant,505 Gateway Dr
19549,417,57,Italian,2,05/19/2020,"There is a peculiar odor through out the restaurant. The wait wasn't long, neither was the food delivery. However the presentaion was deceiving. The pasta did not have enough sauce and unfortunately it was 3 orders that were the same.",Olive Garden Italian Restaurant,505 Gateway Dr
19550,418,57,Italian,4,09/21/2022,The food was good and the drinks were delicious,Olive Garden Italian Restaurant,505 Gateway Dr
19551,419,57,Italian,4,05/19/2022,I ordered online and received a call stating the food was ready within 30 minutes. The only problem was when I got there it took over 20 minutes  to actually pick it up.,Olive Garden Italian Restaurant,505 Gateway Dr
19552,420,57,Italian,1,05/20/2019,It's very sad that they can not be honest and tell people the real wait time. I was told 40 minutes and waited almost 2 hours to be seated. Terrible I could have went somewhere else. Very disappointed they could have acknowledged it and issued some type of discount for the huge inconvenience.  Won't come back...,Olive Garden Italian Restaurant,505 Gateway Dr
19553,421,57,Italian,5,05/19/2022,The place was very clean and organized establishment also with a very friendly staff and yummy tasty food as well too.,Olive Garden Italian Restaurant,505 Gateway Dr
19554,422,57,Italian,3,05/19/2021,"I'm giving them 3 stars bcus they need to do better with their pick up,  ordering to go and indoor seating,  shd not all b bunched together at the main entrance",Olive Garden Italian Restaurant,505 Gateway Dr
19555,423,57,Italian,3,05/19/2020,Food was mediocre at best. Served lukewarm. Server was apathetic. Would not go back nor recommend. Lennys in Howard Beach is so so much better and costs the same or even less.,Olive Garden Italian Restaurant,505 Gateway Dr
19556,424,57,Italian,5,05/20/2017,"First time in a Olive Garden. Mimi was a our waitress. She made our experience a good one. The food was great soup, bread and salad wow much more. Mimi Thank you",Olive Garden Italian Restaurant,505 Gateway Dr
